tweets,labls
"RT @HouseDemocrats: Deeply saddened by the passing of Rep. Don McEachin.

House Democrats have lost a cherished colleague. The 
Commonwealt…",D
Wishing you and your family a very Happy Thanksgiving! https://t.co/i0k8941Yzf,D
"We’ve had 7 mass shootings in 7 days and over 600 this year. Every American has the right to go to work, the movies… https://t.co/UWHrOEBkgr",D
My heart breaks for the people of Colorado Springs and the entire LGBTQ community in the face of yet another act of… https://t.co/nicdnciY1v,D
My statement on @LeaderHoyer https://t.co/2tMMPdBHSS,D
My statement on Speaker Pelosi: https://t.co/oBi2XvmWfQ,D
"Thank you, Madam Speaker, for your leadership and your tireless advocacy for our state.",D
Marriage Equality is going to become the law of the land. I can’t wait for President Biden to sign this into law.,D
RT @nowthisnews: ‘It was very clear that voters across this country rejected abortion extremism ... and they rejected MAGA candidates who c…,D
RT @HouseDemocrats: WATCH: Chairman @RepJeffries and Vice Chair @RepPeteAguilar highlight how House Democrats' have delivered #ForThePeople…,D
"📣 If you haven’t yet received your #ChildTaxCredit, go to the site below by tomorrow and fill out your simple filin… https://t.co/NPb1ZsnTUU",D
"On #VeteransDay, we recommit ourselves to honoring our veterans and their families by taking action. This year I he… https://t.co/9qHXkwHNIH",D
"We are 5 days out from Election Day! Make your plan, vote and let your voice be heard.",D
"🚨6 days out from Election Day! 
Democracy, freedom &amp; healthcare are all on the ballot.
To vote early:… https://t.co/XAZ6iSXjcS",D
Thrilled to cut the ribbon on the new @Metrolink @goSBCTA Arrow Train today in Redlands. This has been a long time… https://t.co/8XXTTYj9YZ,D
RT @KristaNewkirk: What a fantastic day in the Inland Empire as we celebrate the ribbon cutting of the Metrolink line to Redlands. Thank yo…,D
We cannot allow extreme Republicans to hold the economy hostage and enact devastating cuts to Medicare and Social S… https://t.co/EWTZlL49ix,D
"RT @WhiteHouse: The Student Loan Debt Relief application is open! 
 
Apply now and encourage others to take advantage of this relief. 

htt…",D
RT @CNN: The Biden administration has opened the application process for Americans seeking student debt relief in a beta period starting Fr…,D
"RT @HouseAdm_Dems: ""I'm not sure how anyone could oppose this piece of legislation.""

The reforms in the Presidential #ElectionReformAct do…",D
"RT @DeadlineWH: ""Why we took the step of issuing a subpoena is because all roads to this point have led to the former president being respo…",D
"Soon, the @January6thCmte will begin our latest hearing. Hope you can follow along!

https://t.co/Fc6tRspey9",D
"House Republicans are putting special interests over the needs of the American people. They want to:
🚨Undermine sen… https://t.co/PIwO0iQqOH",D
"Is your voter registration information up-to-date?
 
#OctoberIsElectionMonth and I’m encouraging every American to… https://t.co/ZTHIsiMd0U",D
"Recently, gas prices in California have been significantly higher than the national average. I joined my colleagues… https://t.co/eIo6UD9Mkg",D
I hope that everyone observing Yom Kippur has an easy and meaningful fast.,D
RT @HispanicCaucus: ¡Que orgullosos nos sentimos de ser latin@s! https://t.co/RYVOxlk8k1,D
We must continue to deliver much-needed aid to the people of Ukraine as they fight back against Putin’s war of aggr… https://t.co/T2bJl0mdCk,D
".@HouseGOP have laid out an extreme agenda: nationwide abortion ban, slash seniors’ Medicare, raise prescription dr… https://t.co/lgWAs7AWA1",D
"RT @HouseDemocrats: WATCH: Chairman @RepJeffries and Vice Chair @RepPeteAguilar highlight House Dems’ continued fight for lower costs, bett…",D
Thanks to the work of ⁦@POTUS⁩ and ⁦@HouseDemocrats⁩ we are bringing jobs back from overseas and rebuilding the mid… https://t.co/HLe7mM6hwM,D
"In July, I voted to protect access to contraception for women everywhere. Only 8 Republicans joined me in that vote… https://t.co/aDiTAnqKzI",D
Happy New Year to all those celebrating #RoshHashanah. I hope you get the opportunity to spend time with loved ones… https://t.co/lw4y4oVacy,D
"RT @allinwithchris: Joining @chrislhayes tonight:
@BVanGrack 
@JoyceWhiteVance 
@RepPeteAguilar
@Blaskey_S
@mashagessen 
#inners",D
"I am committed to building safer communities. That’s why I just voted on the #InvestToProtectAct, which funds local… https://t.co/hUNbQE3Ct8",D
Update: passed! https://t.co/WrkSXzOCRY,D
We’re going to pass bipartisan reforms to ensure a peaceful transfer of power. This legislation is informed by our… https://t.co/DfKQM4T1KA,D
"RT @HouseDemocrats: WATCH: Chairman @RepJeffries and Vice Chair @RepPeteAguilar highlight House Dems’ continued fight for lower costs, bett…",D
"The #InflationReductionAct:
✅ Lowers the cost of health care
✅ Historic investment in climate change
 
Republicans… https://t.co/tLfIivyXYd",D
"This week, my bill, the Wounded Warrior Access Act, passed the House with overwhelming bipartisan support. This bil… https://t.co/BGYK14q20m",D
"RT @HouseDemocrats: WATCH: Chairman @RepJeffries and Vice Chair @RepPeteAguilar highlight our continued work to strengthen our economy, low…",D
"Proud to celebrate the passage of the #InflationReductionAct. This bill: 
✅slashes prescription drug prices
✅ensure… https://t.co/dVKVQYW4O5",D
A nationwide ban is the latest extremist attack from the GOP in their effort to criminalize women’s freedom in Amer… https://t.co/NthbzCJzot,D
Today on the 21st anniversary of 9.11 we remember the brave first responders who gave their lives to get people to… https://t.co/JfatBHWP2q,D
RT @Elex_Michaelson: .@SecretaryPete visits a Fontana park that's receiving a $15 million grant thanks to the Bipartisan Infrastructure Bil…,D
"Today, @NormaJTorres and I joined @SecretaryPete to highlight $15 million in funding from the Bipartisan Infrastruc… https://t.co/yXCm6ZQnKk",D
Happy #LaborDay to everyone in the Inland Empire! Thank you to all the working families that make up the backbone o… https://t.co/uZnmd67BZD,D
We also visited San Bernardino Valley College Applied Technology Center to learn about their electric truck technic… https://t.co/9ljZKy9MYL,D
We visited TEC Equipment to see one of first electric truck dealerships in the country. Thanks to clean energy tax… https://t.co/iWepjiXyv3,D
I’m grateful to @SecGranholm for joining me and @NormaJTorres today to highlight the clean energy provisions of the… https://t.co/50ALPLpgae,D
"RT @SecGranholm: EVs are on a roll in California. 🚚⚡️ 
 
@RepPeteAguilar, Representative @NormaJTorres, and I visited TEC Equipment to see…",D
Today I test drove the electric truck at Volvo’s largest electric truck dealership in the country. Because of the c… https://t.co/mfikW7eDLu,D
"Our region understands that extreme weather impacts air quality. 

The climate investments in the Inflation Reducti… https://t.co/GTgclhq3bO",D
"This #WomensEqualityDay I joined Planned Parenthood at Cal State University, San Bernardino to discuss the future o… https://t.co/tfyY92nzMZ",D
I’m working to secure $2 million for the Lake Rialto Habitat Management &amp; Community Open Space project. This projec… https://t.co/f6g7CtCL6O,D
Thank you @POTUS for providing hard-working families a break and some breathing room with their student loans. I go… https://t.co/0pNM0yOkDt,D
"RT @HouseAdm_Dems: On this #NationalPhotographyDay we celebrate our House Creative Services at the @CAOHouse. Capturing historical, impactf…",D
"This week I was joined by @AARPCA, @SEIU2015 and @CARASeniors to highlight the passage of the Inflation Reform Act,… https://t.co/F6cAn0xmgG",D
RT @VanLathan: .@PeteAguilar says the documents at Mar A Lago were in danger of falling into the wrong hands. Believes it could’ve or would…,D
Looking forward to joining today! https://t.co/uLq22IZG3Q,D
We took on the special interests to lower the costs of prescription drugs and passed the greatest investment ever t… https://t.co/SWRhZdxpBr,D
Had a great time talking with @VanLathan and @TheRachLindsay on @Higher_Learning. Hope you’ll give it a listen. https://t.co/UtPSFiC7Bv,D
"After passing legislation to lower prescription drug prices, we have to continue to put people over politics and… https://t.co/RPtXnMnTfs",D
Legislation lowering the costs of prescription drugs would not be possible without the decades of work from people… https://t.co/9rbeXMdlZd,D
https://t.co/d9aGzSQrZr,D
"The #InflationReductionAct takes bold action to lower costs for Americans on: 
💊 Prescription drugs
🩺 Health premiu… https://t.co/owYYZ3L8Qt",D
Yesterday @POTUS signed the CHIPS and Science Act into law. I visited Kelly Space &amp; Technology to see how this bill… https://t.co/VBAlH5mPdm,D
Today I participated in a ride-a-long with UPS drivers in San Bernardino. I got a firsthand look at our region’s vi… https://t.co/vIqIeonmQd,D
RT @CSUSBNews: .@SBSun: @RepPeteAguilar secured grant for #CSUSB’s Upward Bound to continue to provide academic support and guidance to hel…,D
The Senate passed the Inflation Reduction Act to lower costs &amp; prescription drug prices for families and combat cli… https://t.co/ACUWNNV7CH,D
I’m proud to stand with our ally Israel as it combats deadly terror attacks on its people. Through my seat on… https://t.co/L58aS3Qam8,D
"The economy continues to rebound from the pandemic. Unemployment is the lowest in more than 50 years. 

But we need… https://t.co/DNggBlqEtW",D
"RT @Dodgers: We have always needed you more than you ever needed us. We miss you, Vin. 💙 https://t.co/s1hQo41S5K",D
"Last week we passed the CHIPS and Science Act, which will lower costs for working families and boosts American inno… https://t.co/1qPt4Gpm26",D
"I just voted to ban weapons of war from our streets so that we can build safe communities all across America. 

The… https://t.co/zN4U2TFRt7",D
Today @HouseAdm_Dems heard about the fringe legal theory known as the Independent State Legislature Doctrine. This… https://t.co/XtU2M3ZcV2,D
"A year ago today, the @January6thCmte held our first hearing. Everything we’ve done since has been informed by the… https://t.co/ON4X43CGX3",D
"American people deserve a government that protects them. That’s why we are fighting for lower costs, better paying… https://t.co/bZ2KZnUmSy",D
"RT @JoeBiden: You can’t be pro-insurrection and pro-cop. 
You can’t be pro-insurrection and pro-democracy. 
You can’t be pro-insurrection a…",D
"32 years ago today, Congress passed the ADA to create a more accessible world for individuals with disabilities. As… https://t.co/AQimCMLUhI",D
There is a critical blood shortage in the Inland Empire. I’m asking everyone who can to please find time this week… https://t.co/xUc6wCEdng,D
Thank you @RepDebDingell and @UAW President Curry for inviting me to this important discussion! https://t.co/AePevyMyYE,D
"Today, I voted for legislation to enshrine the #RightToContraception into federal law. We cannot allow this Supreme… https://t.co/8Ycdc3OiPe",D
Tune in tonight at 5pm PT for the latest @January6thCmte hearing. https://t.co/dkDZsF6826,D
"On Thursday, the @January6thCmte will lay out what happened during the 187 minutes in the White House on January 6t… https://t.co/1eY4IYe2bE",D
I am proud to support the Respect for Marriage Act. This legislation will ensure critical protections for same-sex… https://t.co/vSjcn0teEE,D
"RT @nowthisnews: 'Rioters that he knew were armed, that he knew were angry, and yet [Donald Trump] pointed at the Capitol four times and to…",D
RT @HouseDemocrats: WATCH: Chairman @RepJeffries and Vice Chair @RepPeteAguilar highlight House Dems' work to lower costs for families and…,D
"Starting Saturday July 16th, 988 will be available for anyone in the US to call or text during a mental health, sui… https://t.co/Q6llxgQiXb",D
"The Planned Parenthood in my district has seen a 900% increase in patients, since the SCOTUS decision. We passed th… https://t.co/1G5peNvlNC",D
RT @TMZLive: The Jan 6 Committee had their 7th hearing this week and plan on having another one next week. We spoke with @PeteAguilar about…,D
